disease,symptoms_used,generated_call
Burns,"Weakness, Blisters, Burns","I— I need help. I just— [gasping]— he— [wheezing] uh— he collapsed! He was complaining— about terrible headaches and then— [whispering] he just fell. His skin went pale— like he's not getting any air... [gulps] and he's got this rash— it's all over his arms, I— I don't know what's wrong— [sobs]. He's— he's not waking up and he's breathing— [breathing heavily] really weirdly like he can't get enough air... I— I tried pinching him but— he doesn't even flinch. [crying] Please— you gotta help!"
Burns,"Burns, Blisters, Weakness","I— I don't— uh, know what's happening. He's— his face is going numb, he— [whispering] he says he can't— can't feel his mouth— or his fingertips [breathing heavily]. And he's cold, so cold all of a sudden. His lips are turning blue [sobbing] It's— it's not normal.

And now his words— uh, they're slurred, [crying] like he's had a drink but— he hasn't had a thing today. His eyes are looking— different ways. It's like he's trying to see something far away [gasping]. He's suddenly drowsy and— his chest— [whispering] it's tight.  He's uh— he's sweating so much… [sirens in distance] You gotta help us... I— I don't know what to do."
Burns,"Weakness, Burns, Blisters","Oh— God, please— [gasping] you need to help... [sniffles] he— he's not acting right. Completely pale... like, no color at all. And he's dizzy, keeps stumbling around like— [sobbing] like he's gonna fall. He's not responding... it's like he's not even here, and and— [sniffles] his breathing, it's... it's not okay! It's shallow, really fast, not like him at all. And he's got these... I don't know, rashes, or spots or something on him. I can feel them under— under his coat, god— [sighs] it's awful. I don't— I don't know what to do! [crying]"
Burns,"Headache, Arrhythmia, Blisters","I, uh, I— [whispering] I need help. My husband... he's— he's in so much pain— [crying] and I, I don't know what to do. His breathing's all ragged you know, like— [heavy breathing] like that, it's terrifying! He's got a bad fever too, can't— can't stop shivering and his skin— it's so pale— [whispering] so pale...  

And then— and then there's his c-chest. It's— [coughing] all tight, he says. He can't get a full breath and I— [sobbing] I don't know how to help him! He's weak, so weak, he— he's sleeping all the time— [whispers] he can't stay awake! I'm— I'm— [voice breaks] I'm so scared…"
Burns,"Arrhythmia, Headache, Burns","Oh God, please... I— I need help. My wife— [gasping] she's been having these horrible headaches, it's— it's like nothing I've ever seen before. And now, she's— she's so tired, she can barely keep her eyes open... [breathless] and she's been losing weight too, so much weight...

And now, she's— [whispering] she's started having these awful fits, severe muscle contractions, like— like a seizure. Please, she's— she's so weak, she— um, um, she talking incoherently too, saying things that— that doesn't make sense... [sobbing] Please...send someone...I don't know what's happening... [crying]"
Burns,"Arrhythmia, Blisters, Weakness","H—hello… God, I— I don't know what's happening! My wife— she's on the floor— [gasping] I c— can't wake her! She's all covered in s—sweat— [crying] feels like fire to touch. Her eyes… Her eyes are rolling b— back in her h—head— [sobbing] She's scratching her arms like s—something's under her skin— [whispering] it's driving her mad. 

Her throat's all s—swollen, like she can barely— [gasping] oh god. She's convulsing! Please, I... [breathing heavily] and th—th—there's this nasty cough— [coughing] she's had for weeks, and now, it just won't stop! Send h—help fast... [sirens in distance] Oh, thank God, is that you? I— I hear the sirens!"
Burns,"Weakness, Blisters, Burns","I— I can't believe— [breathing heavily] oh God, there's just so much blood... I d— don't know wha— what happened. One minute he was fine, the next, he's doubled over, clutching his stomach... he's so pale [whispering]... and cold... [sobbing] 

I— I don't know what's happening [crying]. He's— he's sweating so much, and he keeps saying his chest really hurts. [gasping] It's like he can't breathe... it's so scary, I— I just don't know what to do... please, help him..."
Burns,"Headache, Blisters, Burns",I— I don't know what's happening… my buddy— he— he's just [gasping]— [sobbing] he fell down and— and he's shaking real bad— [heavy breathing] like he got a cold or something— his face— it's all— all red… and it's burning— he's burning up like fire— He keeps saying uh— he can't breathe— but he don't have a cough or… a… a runny nose or anything… [heavy sigh] his joints— [whispering] they're swollen… and even his skin feels— kind of uh— rubbery or… [crying] I don't know how to explain it… Please— send help.
Burns,"Weakness, Blisters, Burns","I— I can't— [gasping] I can't breathe... I— I don't— [coughing] I don't know what's happening... I— [sighs] It's like my chest is— is locked up and— and— [sobbing] my throat... it's swelling up— I— it's so tight— I— I can't— [wheezing] I can't swallow...

My heart— it's— it's beating so fast— [breathing heavily] There's this— uh— weird taste— like— like metal in my mouth— and— and my head... it feels so bloated and heavy... I— [crying] I— I need help... please."
Blast Injury,"Arrhythmia, Dizziness, Burns","I— I need help here, imm— immediately! My partner, he— he— [gasping] collapsed on the floor, just like that— outta nowhere— [crying]. He's sweating profusely, drenched all over, his clothes are soaked— and his skin! It's burning up... I— I've never felt a fever this high. [sniffs] Please... [whispering] his breathing, it's uh, sort of— sort of ragged, you know? Uh, he's having a hard time, like... like he's in a race or something... and uh [voice trembling] and— and he's just laying there unresponsive...not a single word...not a single move. [sirens in distance] Oh God, please hurry!"
Blast Injury,"Arrhythmia, Chest Pain, Dizziness","I— I ...can't—[gasping] I can't breathe properly ... It's like I have this—uh... weight—[wincing] right on my chest and it won't go away. M-my head's pounding like a drums at a rock concert... the uh, the lights—they're too bright and ...everything's spinning around. I just... [coughing] c-can't seem to get a grip on anything... 

My skin... feels hot... like I’m standing—uh, [winces] directly in the sun, but I’m—uh—just sitting here. I’ve just taken some water but—[panicking] my mouth's so dry, it— it feels like a desert... I— I just don't, uh, u-understand what's happening to me... [sobbing] I'm scared."
Blast Injury,"Arrhythmia, Dizziness, Burns","Uh— [coughing] hello? I— I need— um, I need help. My— my neighbor, she's really not— [gasping] not doing well. She's— she's having a lot of trouble breathing, and she's just so weak. She just— [sighs] she can't seem to get out of bed and— and move around much. Uh— [sniffles] she was saying she has a headache too, and her— her nose won't stop running. It's like she can't catch a break. I— I don't know what—[wheezing] what's going on, but she needs help! [sobbing] Please, someone needs to get here fast!"
Blast Injury,"Chest Pain, Shortness of Breath, Burns","I— [coughs] I can't breathe properly. My chest... it's so heavy— feels like there's something [struggles with breath] pressing on it. I've been sweating so much too... [groans] like it's hot, but it's not, I swear it's not hot... My head's spinning and— [gags] oh God, I feel so sick, like I need to throw up but I can't. I can't think straight... everything's... so fuzzy... [sighs] I've got these terrible muscle aches all over... I— I can’t sit still... [whispering] I think I'm... gonna faint... [footsteps in distance]"
